id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos,emIngles
tt5370376,Anniversary,Fen shou zai shuo wo ai ni,2015,108,Romance,6.0,145,actor,Kit,Shing-Bun Lam,1979,N,actor,"tt4161596,tt5896962,tt1740661,tt0465580",False
tt5396888,Chasing Hemingway,Zao yu hai ming wei,2015,125,Romance,6.8,12,actress,Yilian,Bo-reum Han,N,N,actress,"tt3520488,tt8236556,tt1996607,tt5396888",False
tt5436520,The Kamasutra Garden,The Kamasutra Garden,2017,120,Romance,6.2,67,actor,Swamisex guru,Blesson Mannil,N,N,"producer,actor","tt5436520,tt5759350",False
tt5454506,Sweetheart,Sweetheart,2016,147,Romance,6.5,69,actress,Jishan's Mother,Diti,1965,2016,actress,"tt6713854,tt5689572,tt5445588,tt6739506",True
tt5478698,First Comes Like,First Comes Like,2016,82,Romance,6.0,76,actor,Jeff,Joe Fria,N,N,"actor,miscellaneous,sound_department","tt3896198,tt2458948,tt0860906,tt0860907",True
tt5514602,Kataomoi Spiral,Kataomoi Spiral,2016,N,Romance,6.8,8,actress,So Yeon,Ji-young Kang,N,N,"actress,soundtrack","tt4641264,tt6263222,tt5805466,tt3853452",False
tt5525506,Endless Nights in Aurora,Ji guang zhi ai,2014,110,Romance,3.0,98,actor,Kai,Chris Wang,1982,N,actor,"tt1654769,tt6671178,tt4304720,tt2445236",False
tt5528268,Amor Amor,Amor Amor,2017,107,Romance,5.4,61,actor,Carlos,Nuno Casanovas,1988,N,"actor,assistant_director,camera_department","tt7558622,tt3230920,tt0900892,tt3876994",False
tt5536316,National Theatre Live: Les Liaisons Dangereuses,National Theatre Live: Les Liaisons Dangereuses,2016,210,Romance,8.1,117,actor,Azolan,Theo Barklem-Biggs,1990,N,"actor,writer","tt8362736,tt9860660,tt1716772,tt6010920",False
tt5570212,Tujhya Vin Mar Javaan,Tujhya Vin Mar Javaan,2015,224,Romance,6.9,10,actor,Nisha's uncle,Jassi Kapoor,N,N,actor,"tt12392470,tt7162758,tt11213600,tt4332114",False
tt5590026,Slambook,Slambook,2015,137,Romance,8.8,71,actor,Mama,Mangesh Desai,1972,N,"actor,producer","tt19879660,tt8010920,tt5760484,tt1863292",True
tt5599880,Bambaska,Bambaska,2017,100,Romance,4.5,40,actor,Onur,Zahid Cetinkaya,N,N,actor,"tt10213294,tt5599880",False
tt5603022,Love in Vain,Du yi wu er,2015,98,Romance,3.8,12,actor,N,Leon Dai,1966,N,"actor,director,editor","tt1456584,tt0270271,tt10329134,tt0486480",False
tt5612182,Walk Away from Love,Walk Away from Love,2017,90,Romance,7.6,109,actor,Ray,Brad James,N,N,"actor,stunts,producer","tt1392214,tt10437218,tt3797868,tt1957374",True
tt5638478,Satra Ko Shaadi Hai,Satra Ko Shaadi Hai,2016,N,Romance,2.5,6,actor,Naresh Sinhal,Barun Sobti,1984,N,actor,"tt7118596,tt2300165,tt9875128,tt11912196",False
tt5659988,November Rain,November Rain,2014,132,Romance,7.6,44,actor,Dr. Sharma,Amitesh Shah,N,N,actor,"tt6724886,tt5659988,tt7165932,tt10935014",True
tt5660296,I'll Wait,Bao Gio Có Yêu Nhau,2016,N,Romance,6.6,18,actress,Linh,Minh Hang,N,N,actress,"tt2088775,tt19875766,tt14573918,tt10532564",False
tt5663992,Vapor,Vapor,2016,70,Romance,6.0,27,actor,N,Juan Calviño,N,N,actor,"tt5663992,tt4079554",False
tt5686868,Miss Teacher,Miss Teacher,2016,133,Romance,3.1,322,actor,Tanvesh,Rahul Sharma,N,N,"actor,assistant_director","tt4396648,tt5686868,tt14314012",True
tt5720106,Vinavayya Ramayya,Vinavayya Ramayya,2015,136,Romance,5.5,12,actor,N,Brahmanandam,1956,N,"actor,music_department,soundtrack","tt5457772,tt1582466,tt1756476,tt3142764",False
tt5720558,Non c'è campo,Non c'è campo,2017,105,Romance,4.2,150,actress,Laura Basile,Vanessa Incontrada,1978,N,actress,"tt5720558,tt0387960,tt0178132,tt0922641",False
tt5773696,Seukechi,Seukechi,2014,94,Romance,4.7,7,actress,Woman taking a stroll,Shim Chae-Won,N,N,actress,tt5773696,False
tt5789924,Love to Paradise,Love to Paradise,2017,80,Romance,8.0,47,actor,Giovanni,Myko Olivier,1987,N,"actor,producer,soundtrack","tt5822812,tt6522678,tt1327801,tt1219024",True
tt5797038,Der Frosch,Der Frosch,2017,80,Romance,6.0,31,actress,Nathalie,Marina Guerrini,N,N,"actress,writer","tt2967304,tt1429451,tt0388205,tt7116006",False
tt5804178,Dreams,Dreams,2016,N,Romance,5.1,50,actor,Abhiv Partab,Anmol K.C.,N,N,"actor,producer","tt8545214,tt0301907,tt5804178,tt8822102",True
tt5808990,El Amor No Puede Esperar,El Amor No Puede Esperar,2019,76,Romance,5.5,31,actor,Don Juan,Arturo Beristáin,N,N,actor,"tt1560618,tt0068348,tt0134875,tt0257291",False
tt5822288,Awesome Mausam,Awesome Mausam,2016,131,Romance,3.6,9,actor,Khaleel Siddiqui,Vaarssh Bhatnagar,N,N,actor,"tt5822288,tt1573482,tt2034011,tt3847072",False
tt5850944,"Mars: Tada, Kimi wo Aishiteru","Mars: Tada, Kimi wo Aishiteru",2016,98,Romance,6.5,55,actress,Shiori Sakurazawa,Haruka Fukuhara,1998,N,actress,"tt9849230,tt3758512,tt4152148,tt15739030",False
tt5855402,Present Perfect,Present Perfect,2017,106,Romance,6.3,331,actress,Yumi,Midori Tamate,N,N,actress,tt5855402,True
tt5857912,Albino,Arubino,2016,91,Romance,6.5,55,actor,N,Mitsuji Saitô,N,N,"actor,production_manager","tt4282882,tt2368869,tt5857912",False
tt5889280,A.I. Love You,A.I. Love You,2016,92,Romance,6.6,32,actor,Naoto Aida,Shûhei Uesugi,1992,N,actor,"tt19850394,tt5167966,tt10049610,tt13664452",True
tt5892632,One Night More,One Night More,2017,75,Romance,5.0,8,actor,Colleague,Ella Cook,N,N,"actor,script_department,writer",tt13921390,True
tt5899800,Lagna Pahave Karun,Lagna Pahave Karun,2013,125,Romance,6.6,61,actor,Nishant Barve,Umesh Kamat,N,N,actor,"tt7886740,tt15426128,tt10679886,tt5899800",False
tt5908042,Chakkiligintha,Chakkiligintha,2014,142,Romance,6.4,22,actor,Hero's friend,Sai Pradeep Mocherla,1991,N,"actor,director,writer","tt6940872,tt2224057,tt7085700,tt7097684",False
tt5915304,How to Be Yours,How to Be Yours,2016,113,Romance,6.9,101,actor,N,Bernard Palanca,N,N,"actor,soundtrack","tt1382687,tt1243381,tt0445107,tt3307330",True
tt5928320,Make Love Great Again,Make Love Great Again,2018,97,Romance,6.9,34,actor,Chris,David Haack,N,N,"actor,sound_department,miscellaneous","tt22852992,tt10550776,tt0493093,tt5928320",True
tt5928448,I Don't Understand Love,Prem Ki Bujhini,2016,140,Romance,5.6,171,actress,Paro,Subhasree Ganguly,1990,N,actress,"tt2838554,tt10592082,tt3812238,tt1496834",False
tt5931678,Meeradha,Meeradha,2016,N,Romance,7.2,19,actress,Radha,Suhani Jethlia,N,N,"actress,music_department",tt5931678,False
tt5943392,Branagh Theatre Live: Romeo and Juliet,Branagh Theatre Live: Romeo and Juliet,2016,165,Romance,8.2,399,actor,Romeo,Richard Madden,1986,N,"actor,producer,soundtrack","tt2066051,tt2368619,tt0944947,tt1661199",True
tt5947582,Art Show Bingo,Art Show Bingo,2017,90,Romance,5.8,223,actor,Manbun,Carlo Sciortino,N,N,"actor,director,writer","tt9144146,tt7335184,tt7942804,tt6513120",False
tt5956006,Love Off the Cuff,Chun Kiu gau Chi Ming,2017,121,Romance,6.5,1056,actress,Flora,Mengjie Jiang,1989,N,"actress,soundtrack","tt9547900,tt4363250,tt1203538,tt5956006",False
tt5959970,"Nidome no natsu, nidoto aenai kimi","Nidome no natsu, nidoto aenai kimi",2017,106,Romance,5.7,24,actor,Rokuro Ishida,Yûki Yamada,1990,N,actor,"tt2553376,tt1869453,tt2210717,tt8075192",False
tt5980788,The Ones Who Stay,Les étoiles restantes,2016,80,Romance,6.5,98,actor,LorisAlexandre's roommate,Sylvain Mossot,N,N,actor,"tt5980788,tt2707504,tt7126114,tt5104822",False
tt5986010,Imagens Proibidas,Imagens Proibidas,2018,101,Romance,4.3,32,actress,M,Maria Leite,N,N,"actress,producer","tt6270534,tt3064338,tt6522668",False
tt5991290,Just a Fling,Passade,2017,84,Romance,6.5,33,actor,Paul,Amaury de Crayencour,N,N,actor,"tt4063800,tt6147412,tt8265928,tt5991290",False
tt5994086,Dil Sala Sanki,Dil Sala Sanki,2016,110,Romance,5.3,23,actor,N,Avtar Gill,1950,N,actor,"tt4387040,tt0211934,tt0337611,tt0395802",False
tt6011710,Fatal Love,Fatal Love,2016,76,Romance,6.0,6,actress,She,Xinyu Ren,N,N,"actress,art_department,camera_department","tt4655294,tt1462900,tt6011710",True
tt6021386,When Love Happens Again,When Love Happens Again,2016,100,Romance,5.8,28,actress,Mo,Weruche Opia,1987,N,actress,"tt9226312,tt4094916,tt2337840,tt11204260",True
tt6023800,Gangster,Gangster,2016,141,Romance,5.2,330,actor,Guru,Yash Dasgupta,1985,N,,"tt7817448,tt22743064,tt15347828,tt12655954",True
tt6058878,Love at the End of the World,Sesangggeutui Sarang,2015,100,Romance,7.1,70,actress,Lee Mi-YunProfessor,Lee Hee-Jin,N,N,actress,tt6058878,False
tt6066012,Nirmala Convent,Nirmala Convent,2016,152,Romance,7.0,99,actress,Venu,Chandrahasa,N,N,actress,tt6066012,False
tt6066696,Zulu Wedding,Zulu Wedding,2017,81,Romance,7.4,47,actor,Zulu,Pallance Dladla,N,N,actor,"tt2710700,tt3921136,tt4171680,tt9817236",False
tt6072380,Sometimes I Want to Be a Porn Star,Nado ttaelon poleunogeulapieui juingongigo sipda,2015,82,Romance,5.0,9,actress,Jin-hee,Han Ji-Eun,N,N,actress,"tt12511316,tt15146202,tt5700672,tt6927152",False
tt6075750,Summer's Desire,Pao mo zhi xia,2016,98,Romance,3.8,18,actress,Yin Xiamo,Cancan Huang,N,N,actress,"tt6075750,tt6423542,tt10874292,tt12526224",False
tt6077598,Mas Iss Neun Bi Haeng,Mas Iss Neun Bi Haeng,2015,97,Romance,4.0,115,actor,Min-gi,Dae-Hyeon Kim,N,N,actor,"tt6077598,tt6015498,tt6413410",False
tt6080004,Lost and Found,Lost and Found,2016,114,Romance,5.8,24,actor,Maruti,Mangesh Desai,1972,N,"actor,producer","tt19879660,tt8010920,tt5760484,tt1863292",True
tt6093868,Turis Romantis,Turis Romantis,2015,N,Romance,7.2,110,actor,Tn. Barbets,Mike Lucock,N,N,actor,"tt2083231,tt2265171,tt9221238,tt0959448",False
tt6106980,In Reality,In Reality,2018,95,Romance,5.1,194,actress,Lallie,Kimiko Glenn,1989,N,"actress,soundtrack,music_department","tt2372162,tt10919290,tt4633694,tt3531824",True
tt6111634,Together,Together,2018,84,Romance,7.4,71,actress,Mrs. Justice Reid,Nina Wadia,1968,N,"actress,writer,producer","tt0286499,tt6139732,tt0306273,tt0088512",True
tt6128124,Prema Baraha,Prema Baraha,2018,158,Romance,7.2,87,actress,N,Aishwarya Arjun,1990,N,actress,"tt6128124,tt4197476",False
tt6133860,I Ragazzi... che bugiardi!,I Ragazzi... che bugiardi!,2015,45,Romance,4.6,5,actress,Cindy,Jennifer Fumasoni,N,N,actress,"tt4467840,tt9799788,tt6133860",False
tt6170202,Couples' Night,Couples' Night,2018,92,Romance,6.4,931,actress,Kia,Reagan Gomez-Preston,1980,N,"actress,writer,director","tt5081930,tt3866134,tt0112115,tt0116695",True
tt6234666,Never Said Goodbye,Huang yan Xixili,2016,100,Romance,6.3,241,actor,Park Junho,Lee Joon-Gi,1982,N,actor,"tt11691684,tt1622764,tt5320412,tt0492835",False
tt6240032,Uragiri no machi,Uragiri no machi,2016,132,Romance,5.7,17,actor,N,Ryusuke Komakine,1981,N,actor,"tt5214254,tt4736142,tt5883020,tt2284141",False
tt6246362,Love Express,Love Express,2016,155,Romance,5.3,411,actor,Artist,Mohammad Parvez Faruque,N,N,actor,tt6246362,True
tt6267944,Ti Saddhya Kay Karte,Ti Saddhya Kay Karte,2017,127,Romance,7.9,896,actor,Anurag (Young),Abhinay Berde,1997,N,actor,"tt6267944,tt21611474,tt22056706,tt13517186",False
tt6271264,Vince & Kath & James,Vince & Kath & James,2016,116,Romance,6.8,384,actor,James,Ronnie Alonte,N,N,actor,"tt6271264,tt10049262,tt6271180,tt4631100",True
tt6289452,Bad Boy,Kötü Çocuk,2017,125,Romance,1.9,2782,actor,Meriç,Tolga Saritas,1991,N,"actor,soundtrack,music_department","tt4912412,tt2544148,tt6942048",False
tt6352592,Happy New Year,Happy New Year,2017,N,Romance,7.7,8,actor,Milan,Pukar Gautam,N,N,actor,"tt6352592,tt16538262",True
tt6359586,Wild Flowers,Wild Flowers,2015,50,Romance,4.9,24,actor,Germán,Adrián Carreón,N,N,actor,"tt21963650,tt5226378,tt5625068,tt6359586",True
tt6364638,A Wedding Wonderland,A Winter Wedding,2017,90,Romance,5.1,685,actor,Lucas Pierce,Nick Bateman,1986,N,"actor,producer,writer","tt1640459,tt7913934,tt9297074,tt7178102",True
tt6375006,Junior Chainz,Junior Chainz,2018,92,Romance,6.2,9,actor,JorgeJim,Rob Grant,N,N,"actor,writer,director","tt7486562,tt10927830,tt11684302,tt10111002",False
tt6389500,See You Again in Distant Love,See You Again in Distant Love,2016,90,Romance,7.6,9,actor,N,Joe Inoue,N,N,actor,tt6389500,True
tt6393284,A Touch of Stardust,A Touch of Stardust,2017,N,Romance,7.1,76,actor,Davis Miles III,Yosiah L. Johnson,N,N,"actor,producer,writer","tt11061562,tt16225890,tt4720596,tt6393284",True
tt6400696,Oh Yaara Ainvayi Ainvayi Lut Gaya,Oh Yaara Ainvayi Ainvayi Lut Gaya,2015,118,Romance,4.1,56,actor,Ranbir Singh,Jassie Gill,N,N,"actor,music_department,composer","tt8983166,tt5078964,tt9176136,tt13451792",False
tt6409234,Vrundavan,Vrundavan,2016,N,Romance,7.5,28,actor,Krish,Raqesh Bapat,1978,N,actor,"tt0290326,tt0335044,tt14090476,tt7762818",False
tt6413312,Zero Point Five Love,Zero Point Five Love,2014,79,Romance,6.4,24,actress,Lin Jing,Cheng Yuan Yuan,N,N,actress,tt6413312,True
tt6414392,Dulcinea,Dulcinea,2019,98,Romance,6.8,40,actor,Connor,Steven Tulumello,N,N,"actor,producer,writer",tt6414392,False
tt6423542,Spicy Hot in Love,Ai qing ma la tang,2016,98,Romance,4.4,5,actor,Gao Donghua,Yiwei Zhou,N,N,actor,"tt1699513,tt1847713,tt6491428,tt7362036",False
tt6423596,Myanmar in Love with Bangkok,Myanmar in Love with Bangkok,2014,N,Romance,8.2,11,actress,Tattoo artist,Kaew Korravee,N,N,actress,"tt10017566,tt12573392,tt7912470,tt6423596",True
tt6427442,Su Menh Trai Tim,Su Menh Trai Tim,2016,100,Romance,5.9,15,actor,Binh Trau,Williams Belle,N,N,actor,"tt1634122,tt0183869,tt0345235,tt0267129",False
tt6431324,"I'm Drunk, I Love You","I'm Drunk, I Love You.",2017,140,Romance,7.2,341,actress,Pathy,Jasmine Curtis-Smith,N,N,actress,"tt6259890,tt11531248,tt3031000,tt7736564",True
tt6434084,Labirinty lyubvi,Labirinty lyubvi,2016,90,Romance,5.5,24,actress,N,Yana Marinova,1978,N,"actress,stunts,producer","tt1023114,tt5420878,tt7474996,tt0816462",False
tt6445398,I Don't Luv U,I Don't Luv U,2013,120,Romance,6.5,26,actor,Yuvan,Ruslaan Mumtaz,N,N,actor,"tt0860454,tt6656806,tt10443846,tt1194232",False
tt6449976,Elanne Starlight,Elanne Starlight,2016,89,Romance,2.0,5,actor,Mocha,Yulin Lu,N,N,actor,tt6449976,True
tt6465984,Water in a Broken Glass,Water in a Broken Glass,2018,N,Romance,7.5,32,actress,Dr. Lloyd,Carlyncia S. Peck,N,N,"actress,casting_director,miscellaneous","tt1856010,tt0247087,tt0462590,tt3520022",True
tt6518886,Love Is a Broadway Hit,Qing yu Man Ha Dun,2017,103,Romance,5.2,27,actor,Pi,Naren Weiss,N,N,"actor,producer,writer","tt8889052,tt2191671,tt6461812,tt2578560",False
tt6520962,Stan the Man,Stan the Man,2020,97,Romance,7.5,37,actress,Kristi O'Connell,Anne Leighton,N,N,"actress,producer","tt1830617,tt0364845,tt7861612,tt4052886",True
tt6523068,"U, Me Aur Ghar","U, Me Aur Ghar",2017,90,Romance,6.5,61,actor,Mittu aka Mithilesh Chaturvedi,Omkar Kapoor,1986,N,actor,"tt0196635,tt4430136,tt0978642,tt0232079",False
tt6562428,Koto Shopno Koto Asha,Koto Shopno Koto Asha,2017,140,Romance,4.6,12,actress,Pori Banarjee,Pori Moni,N,N,"actress,producer","tt5928556,tt8259164,tt6075552,tt7773370",False
tt6567840,Kaal Kg Preethi,Kaal Kg Preethi,2017,114,Romance,6.1,453,actor,Guru,Vihan Gowda,N,N,actor,"tt11766304,tt8490534,tt6567840,tt2911448",False
tt6571586,Khalaghar,Khalaghar,2016,N,Romance,7.0,5,actor,Hero,Bijoy Anan,N,N,"music_department,actor","tt2049504,tt8804832,tt6571586",False
tt6620138,Love Sasha,Love Sasha,2017,N,Romance,7.3,20,actor,Abhay,Bikash Joshi,N,N,actor,tt6620138,False
tt6632208,Talav,Talav,2017,112,Romance,8.3,8,actor,Siddhu,Saurabh Gokhale,1981,N,actor,"tt7212726,tt6536806,tt14907304,tt6632208",False
tt6649066,Hollywood Dirt,Hollywood Dirt,2017,85,Romance,6.1,1503,actor,Brad DeLuca,Marco Dapper,1983,N,"actor,producer","tt0069658,tt2193167,tt0795376,tt22090684",False
tt6658066,In Dire Need of Compassion,In Dire Need of Compassion,2017,76,Romance,5.8,27,actor,Hollywood,Ray Guy Valdez,N,N,"actor,composer",tt6658066,True
tt6675230,Goodnight (or Good Morning),Goodnight (or Good Morning),2018,N,Romance,7.4,10,actor,Austin Davis,Gabriel Wright,N,N,actor,N,True
tt6685776,Isoken,Isoken,2017,100,Romance,6.4,338,actor,Osaze,Joseph Benjamin,N,N,"actor,editor,writer","tt5640558,tt11484036,tt4971144,tt9346050",False
tt6692840,Du soleil dans mes yeux,Du soleil dans mes yeux,2018,86,Romance,5.5,33,actress,Irène,Clara Ponsot,N,N,"actress,director,writer","tt6692840,tt0926764,tt2058597,tt3451360",False
tt6695734,Love Love Love,Love Love Love,2017,N,Romance,5.1,18,actor,Suraj,Suraj Pandey,N,N,actor,"tt6695734,tt9359492,tt10726106,tt16794176",True
tt6705126,Prem Geet,Prem Geet,2016,138,Romance,6.4,173,actress,Geet,Pooja Sharma,N,N,"actress,producer","tt7889894,tt7889902,tt6544872,tt6705126",False
tt6720298,Muskurahatein,Muskurahatein,2017,132,Romance,2.7,1139,actor,Dr. Yakoob Ansari,Sanjay Mishra,1963,N,"actor,camera_department,composer","tt3614516,tt7881550,tt4635372,tt4535650",False
tt6721424,Mugulu Nage,Mugulu Nage,2017,157,Romance,7.4,484,actress,Siri,Nikitha Narayan,N,N,actress,"tt14311900,tt6721424,tt5988462,tt7842086",False
tt6731862,Can We Still Be Friends?,Can We Still Be Friends?,2017,113,Romance,6.4,96,actor,N,Bryan Santos,N,N,actor,"tt2904024,tt1734703,tt4003326,tt7069178",True
tt6750962,Channa Mereya,Channa Mereya,2017,132,Romance,6.1,210,actor,Balli Dhillon,Amrit Maan,N,N,"actor,composer,music_department","tt9531772,tt5532888,tt0310865,tt8665790",False
tt6771678,Karsandas Pay and Use,Karsandas Pay and Use,2017,136,Romance,7.4,477,actress,N,Deeksha Joshi,1992,N,actress,"tt9014884,tt10592506,tt13801458,tt18815714",True
tt6798992,Molodoy eschyo,Molodoy eschyo,2015,48,Romance,4.2,20,actress,Mother,Yelena Teryokhina,N,N,"actress,sound_department","tt12607644,tt0309047,tt6798992",False
tt6800650,You Can Call Me John,You Can Call Me John,2017,120,Romance,8.6,62,actress,Greta Nini,Ermira Gjata,1956,N,"actress,writer,director","tt0351473,tt0298133,tt6800650,tt0355000",True
tt6808038,Chembarathipoo,Chembarathipoo,2017,148,Romance,5.6,56,actor,N,Jayakrishnan,1974,N,actor,"tt0400679,tt8091652,tt10869474,tt2358424",False
tt6838460,The Game Changer,The Game Changer,2019,105,Romance,8.3,15,actor,Chirico Del Monte,Francesco Salvi,1953,N,"actor,writer,director","tt0216384,tt6838460,tt0360323,tt0274757",True
tt6867828,With or Without You,With or Without You,2016,101,Romance,6.6,9,actress,Woo Yeon-Yi,Hye-bin Jeon,1983,N,actress,"tt0453161,tt14223138,tt11018496,tt5679572",True
tt6876318,Yom men el-Ayyam,Yom men el-Ayyam,2017,88,Romance,5.8,54,actor,KhaledNashwa's lover,Ramez Amir,N,N,actor,"tt7084536,tt10497516,tt2308899,tt11273058",False
tt6886062,Cheese in the Trap,Cheese in the Trap,2018,116,Romance,5.7,538,actor,Management department student 1,Jung-Hyuk Lee,N,N,actor,"tt2828840,tt6413410,tt8016226,tt6886062",True
tt6916936,Ichak,Ichak,2017,104,Romance,5.8,8,actor,N,Mahesh Devkate,N,N,actor,"tt6916936,tt13744606,tt11434374",False
tt6917012,Atumgiri,Atumgiri,2017,N,Romance,7.1,14,actress,N,Chhaya Kadam,N,N,actress,"tt10083340,tt13491110,tt5312232,tt8108198",False
tt6925132,Lavakusa,Lavakusa,2015,91,Romance,5.1,12,actor,N,Prabhas Sreenu,N,N,actor,"tt5457840,tt8590896,tt1661031,tt2304655",False
tt6975046,Ami Je Ke Tomar,Ami Je Ke Tomar,2017,136,Romance,4.7,172,actor,Akash,Joy Mukherjee,N,N,actor,"tt1399039,tt13124698,tt4773064,tt7393218",False
tt6975084,Tomake Chai,Tomake Chai,2017,121,Romance,4.6,114,actor,N,Siam Howlader,N,N,"actor,music_department","tt4061558,tt1621830,tt10648342,tt7838252",False
tt6998762,La Historia Du Un Amor,Lin shi yan yuan,2017,N,Romance,3.4,18,actor,Li Feifan,Ryan Zheng,1986,N,"actor,soundtrack","tt12361974,tt2034800,tt6864046,tt3579688",False
tt7030194,A Walk with Grace,A Walk with Grace,2019,100,Romance,4.3,131,actress,Grace,Ashley Bratcher,N,N,"actress,producer,writer","tt11832750,tt4337690,tt14549970,tt9024106",True
tt7031338,Pierre Jackson,Pierre Jackson,2018,81,Romance,6.8,84,actress,Phenix Summers,Chrystee Pharris,1976,N,"actress,miscellaneous,producer","tt8160890,tt0192917,tt0285403,tt4633694",False
tt7034918,Crying Out in Love,Zai shi jie zhong xin hu huan ai,2016,96,Romance,5.7,49,actress,Xia Ye,Huiwen Zhang,1993,N,actress,"tt5896962,tt4819470,tt14344724,tt3125472",False
tt7055812,Chain Aye Na,Chain Aye Na,2017,149,Romance,5.3,39,actor,Murad,Adil Murad,N,N,actor,"tt7055812,tt11167894,tt14266070,tt3164320",False
tt7108736,Voter,Voter,2019,117,Romance,5.1,291,actor,N,Anurag Maurya,2003,N,"miscellaneous,music_department,actor","tt7504818,tt7805960,tt3152592,tt9052870",False
tt7111822,Raja Meeru Keka,Raja Meeru Keka,2017,123,Romance,5.8,25,actor,N,Taraka Ratna Ramarao Nandamuri,1983,N,actor,"tt3417608,tt23034554,tt5673766,tt3371380",False
tt7111826,Pelliki Mundu Prema Katha,Pelliki Mundu Prema Katha,2017,N,Romance,8.0,27,actor,Hero,Chethan Cheenu,N,N,actor,"tt4226854,tt5457570,tt3569788,tt7111826",False
tt7112622,Ishta Sakhi,Ishta Sakhi,2013,N,Romance,7.6,20,actor,N,Srihari,1964,2013,"actor,producer,editorial_department","tt0455663,tt1212153,tt0267950,tt1447500",False
tt7116248,Afterburn/Aftershock,Afterburn/Aftershock,2017,99,Romance,5.2,1042,actress,Lei Yeung,Shi Ne Nielson,N,N,"actress,producer","tt5719700,tt2399794,tt0413573,tt6394324",True
tt7137706,Amado,Amado,2018,N,Romance,8.7,7,actor,Franky,Robert Livingston,N,N,"actor,writer,producer","tt14388612,tt1586680,tt3986586,tt9217772",False
tt7142036,Kamalar Banabas,Kamalar Banabas,2016,138,Romance,3.4,5,actor,N,Kaushik Banerjee,N,N,actor,"tt1400528,tt6754978,tt7351230,tt7166224",False
tt7188858,For Love,For Love,2016,94,Romance,3.8,6,actress,Liang Jia,Jin-ming Li,1985,N,actress,"tt2661640,tt8893870,tt7188858,tt1862521",True
tt7239146,Todas as Canções de Amor,Todas as Canções de Amor,2018,92,Romance,6.7,225,actor,Chico,Bruno Gagliasso,1982,N,"actor,producer","tt14989818,tt7825208,tt14278524",False
tt7243910,Rachna No Dabbo,Rachna No Dabbo,2017,138,Romance,8.0,11,actor,Dabbu,Freddy Daruwala,N,N,actor,"tt2556308,tt21364210,tt5954088,tt7431594",False
tt7254046,Kalavaadiya Pozhudhugal,Kalavaadiya Pozhudhugal,2017,154,Romance,5.9,61,actor,N,Prakash Raj,1965,N,"actor,producer,director","tt10698680,tt0376127,tt0140303,tt1526875",False
tt7257446,Era giovane e aveva gli occhi chiari,Era giovane e aveva gli occhi chiari,2017,87,Romance,6.6,17,actor,Il pirata,Fabio De Caro,1974,N,"actor,producer","tt2049116,tt1680044,tt1893195,tt7257446",False
tt7257734,Pencuri Hati Mr. Cinderella,Pencuri Hati Mr. Cinderella,2017,N,Romance,2.3,37,actor,Johari,Eizlan Yusof,N,N,"actor,director","tt0373727,tt4586004,tt11817068,tt0371890",False
tt7262474,Raja Abroadiya,Raja Abroadiya,2018,117,Romance,4.8,22,actor,Raja,Robin Sohi,N,N,actor,"tt9441428,tt7262474,tt8546144,tt18305334",False
tt7278660,I Left My Girlfriend for Regina Jones,I Left My Girlfriend for Regina Jones,2019,90,Romance,8.6,20,actress,Regina Jones,Elise Neal,1966,N,"actress,producer","tt3315342,tt0119695,tt0120082,tt0410097",True
tt7278838,Inner Beauty,Inner Beauty,2017,75,Romance,2.0,18,actor,Party Guest,Juliene Barros,N,N,actor,tt7278838,True
tt7284022,Happy Breakup,Happy Breakup,2017,94,Romance,6.8,15,actress,Valentine,Donnalyn Bartolome,1994,N,"actress,soundtrack,composer","tt7284022,tt3909884",True
tt7286500,Marmalade Boy,Mamarêdo bôi: Marmalade Boy,2018,127,Romance,5.6,370,actress,Rumi,Rei Dan,1971,N,actress,"tt0483578,tt0855852,tt1185654,tt1644655",False
tt7297002,Luv Shuv Pyar Vyar,Luv Shuv Pyar Vyar,2017,180,Romance,4.7,32,actor,Rahul,Gaurav Ajay Kaura,N,N,actor,tt7297002,False
tt7310230,The Drifters,The Drifters,2019,91,Romance,7.2,23,actress,Marie,Tia Bannon,N,N,actress,"tt7310230,tt0118401,tt19299512,tt10539608",True
tt7323580,Forever Yours,Tao Không Xa Mày,2017,98,Romance,8.5,6,actress,Nam's mother,Viet Ha,N,N,actress,tt7323580,False
tt7324726,All About Love,All About Love,2017,80,Romance,4.0,45,actor,Ryan,Chris Attoh,N,N,"actor,director,assistant_director","tt12025470,tt12597948,tt12757004,tt16134934",True
tt7361540,Born to Love You,Born to Love You,2013,105,Romance,5.8,23,actress,N,Yvonne Hung Yung,1968,N,actress,"tt0110456,tt0113757,tt7251978,tt0111512",True
tt7386212,I Found My Heart in Sante Fe,I Found My Heart in Sante Fe,2017,62,Romance,9.8,5,actor,N,Will Devaughn,1982,N,"actor,producer","tt5216674,tt1056421,tt13298892,tt1308642",True
tt7411266,Are Marler,Are Marler,2017,139,Romance,8.2,13,actor,N,Devadas Kapikad,N,N,"actor,director,writer","tt21818176,tt8431140,tt21653928,tt7411266",True
tt7415156,Love Is Not Love,Love Is Not Love,2020,94,Romance,4.8,35,actor,Construction Worker 2,Cameron Tagge,N,N,"actor,producer,editor","tt7468274,tt7415156,tt11409290,tt9134592",True
